username, password,displayName,firstName,middleName,lastName,gender,birthdate,email,phoneNumber,phoneCode,languageCode,postalCode, avatarFileId,pdpa,receiveSMS,receiveEmail,receiveDirectMail,posCustomerId,extraPhoneNumber,region
osimtest043@hotmail.com,Osimtest1@,osimtest043@hotmail.com,Mickey43,mn43,Osim43,Female,19/9/1972,osimtest043@hotmail.com,33333333,65,en,123456,,TRUE,,TRUE,,,13100003,SG
osimtest044@hotmail.com,Osimtest1@,osimtest044@hotmail.com,Mickey44,mn44,Osim44,Male,20/9/1972,osimtest044@hotmail.com,44444444,65,ch,123456,,TRUE,,TRUE,,,13100004,SG
osimtest045@hotmail.com,Osimtest1@,osimtest045@hotmail.com,Mickey45,mn45,Osim45,Female,21/9/1972,osimtest045@hotmail.com,55555555,65,en,123456,,TRUE,,TRUE,,,13100005,SG
osimtest046@hotmail.com,Osimtest1@,osimtest046@hotmail.com,Mickey46,mn46,Osim46,Male,22/9/1972,osimtest046@hotmail.com,66666666,65,ch,123456,,,TRUE,,TRUE,,13100006,SG
osimtest047@hotmail.com,Osimtest1@,osimtest047@hotmail.com,Mickey47,mn47,Osim47,Female,23/9/1972,osimtest047@hotmail.com,77777777,65,en,123456,,,TRUE,,TRUE,,13100007,SG
osimtest048@hotmail.com,Osimtest1@,osimtest048@hotmail.com,Mickey48,mn48,Osim48,Male,24/9/1972,osimtest048@hotmail.com,88888888,65,ch,123456,,,TRUE,,TRUE,,13100008,SG
osimtest049@hotmail.com,Osimtest1@,osimtest049@hotmail.com,Mickey49,mn49,Osim49,Female,25/9/1972,osimtest049@hotmail.com,99999999,65,en,123456,,,TRUE,,TRUE,,13100009,SG
osimtest050@hotmail.com,Osimtest1@,osimtest050@hotmail.com,Mickey50,mn50,Osim50,Male,26/9/1972,osimtest050@hotmail.com,11111112,65,ch,123456,,,TRUE,,TRUE,,13100010,SG
osimtest051@hotmail.com,Osimtest1@,osimtest051@hotmail.com,Mickey51,mn51,Osim51,Female,17/9/1972,osimtest051@hotmail.com,11111111,65,en,123456,,TRUE,,TRUE,,,13100001,SG
osimtest052@hotmail.com,Osimtest1@,osimtest052@hotmail.com,Mickey52,mn52,Osim52,Male,18/9/1972,osimtest052@hotmail.com,22222222,65,ch,123456,,TRUE,,TRUE,,,13100002,SG
osimtest053@hotmail.com,Osimtest1@,osimtest053@hotmail.com,Mickey53,mn53,Osim53,Female,19/9/1972,osimtest053@hotmail.com,33333333,65,en,123456,,TRUE,,TRUE,,,13100003,SG
osimtest054@hotmail.com,Osimtest1@,osimtest054@hotmail.com,Mickey54,mn54,Osim54,Male,20/9/1972,osimtest054@hotmail.com,44444444,65,ch,123456,,TRUE,,TRUE,,,13100004,SG
osimtest055@hotmail.com,Osimtest1@,osimtest055@hotmail.com,Mickey55,mn55,Osim55,Female,21/9/1972,osimtest055@hotmail.com,55555555,65,en,123456,,TRUE,,TRUE,,,13100005,SG
osimtest056@hotmail.com,Osimtest1@,osimtest056@hotmail.com,Mickey56,mn56,Osim56,Male,22/9/1972,osimtest056@hotmail.com,66666666,65,ch,123456,,,TRUE,,TRUE,,13100006,SG
osimtest057@hotmail.com,Osimtest1@,osimtest057@hotmail.com,Mickey57,mn57,Osim57,Female,23/9/1972,osimtest057@hotmail.com,77777777,65,en,123456,,,TRUE,,TRUE,,13100007,SG
osimtest058@hotmail.com,Osimtest1@,osimtest058@hotmail.com,Mickey58,mn58,Osim58,Male,24/9/1972,osimtest058@hotmail.com,88888888,65,ch,123456,,,TRUE,,TRUE,,13100008,SG
osimtest059@hotmail.com,Osimtest1@,osimtest059@hotmail.com,Mickey59,mn59,Osim59,Female,25/9/1972,osimtest059@hotmail.com,99999999,65,en,123456,,,TRUE,,TRUE,,13100009,SG
osimtest060@hotmail.com,Osimtest1@,osimtest060@hotmail.com,Mickey60,mn60,Osim60,Male,26/9/1972,osimtest060@hotmail.com,11111112,65,ch,123456,,,TRUE,,TRUE,,13100010,SG
osimtest061@hotmail.com,Osimtest1@,osimtest061@hotmail.com,Mickey61,mn61,Osim61,Female,17/9/1972,osimtest061@hotmail.com,11111111,65,en,123456,,TRUE,,TRUE,,,13100001,SG
osimtest062@hotmail.com,Osimtest1@,osimtest062@hotmail.com,Mickey62,mn62,Osim62,Male,18/9/1972,osimtest062@hotmail.com,22222222,65,ch,123456,,TRUE,,TRUE,,,13100002,SG
osimtest063@hotmail.com,Osimtest1@,osimtest063@hotmail.com,Mickey63,mn63,Osim63,Female,19/9/1972,osimtest063@hotmail.com,33333333,65,en,123456,,TRUE,,TRUE,,,13100003,SG
osimtest064@hotmail.com,Osimtest1@,osimtest064@hotmail.com,Mickey64,mn64,Osim64,Male,20/9/1972,osimtest064@hotmail.com,44444444,65,ch,123456,,TRUE,,TRUE,,,13100004,SG
osimtest065@hotmail.com,Osimtest1@,osimtest065@hotmail.com,Mickey65,mn65,Osim65,Female,21/9/1972,osimtest065@hotmail.com,55555555,65,en,123456,,TRUE,,TRUE,,,13100005,SG
osimtest066@hotmail.com,Osimtest1@,osimtest066@hotmail.com,Mickey66,mn66,Osim66,Male,22/9/1972,osimtest066@hotmail.com,66666666,65,ch,123456,,,TRUE,,TRUE,,13100006,SG
osimtest067@hotmail.com,Osimtest1@,osimtest067@hotmail.com,Mickey67,mn67,Osim67,Female,23/9/1972,osimtest067@hotmail.com,77777777,65,en,123456,,,TRUE,,TRUE,,13100007,SG
osimtest068@hotmail.com,Osimtest1@,osimtest068@hotmail.com,Mickey68,mn68,Osim68,Male,24/9/1972,osimtest068@hotmail.com,88888888,65,ch,123456,,,TRUE,,TRUE,,13100008,SG
osimtest069@hotmail.com,Osimtest1@,osimtest069@hotmail.com,Mickey69,mn69,Osim69,Female,25/9/1972,osimtest069@hotmail.com,99999999,65,en,123456,,,TRUE,,TRUE,,13100009,SG
osimtest070@hotmail.com,Osimtest1@,osimtest070@hotmail.com,Mickey70,mn70,Osim70,Male,26/9/1972,osimtest070@hotmail.com,11111112,65,ch,123456,,,TRUE,,TRUE,,13100010,SG
osimtest071@hotmail.com,Osimtest1@,osimtest071@hotmail.com,Mickey71,mn71,Osim71,Female,17/9/1972,osimtest071@hotmail.com,11111111,65,en,123456,,TRUE,,TRUE,,,13100001,SG
osimtest072@hotmail.com,Osimtest1@,osimtest072@hotmail.com,Mickey72,mn72,Osim72,Male,18/9/1972,osimtest072@hotmail.com,22222222,65,ch,123456,,TRUE,,TRUE,,,13100002,SG
osimtest073@hotmail.com,Osimtest1@,osimtest073@hotmail.com,Mickey73,mn73,Osim73,Female,19/9/1972,osimtest073@hotmail.com,33333333,65,en,123456,,TRUE,,TRUE,,,13100003,SG
osimtest074@hotmail.com,Osimtest1@,osimtest074@hotmail.com,Mickey74,mn74,Osim74,Male,20/9/1972,osimtest074@hotmail.com,44444444,65,ch,123456,,TRUE,,TRUE,,,13100004,SG
osimtest075@hotmail.com,Osimtest1@,osimtest075@hotmail.com,Mickey75,mn75,Osim75,Female,21/9/1972,osimtest075@hotmail.com,55555555,65,en,123456,,TRUE,,TRUE,,,13100005,SG
osimtest076@hotmail.com,Osimtest1@,osimtest076@hotmail.com,Mickey76,mn76,Osim76,Male,22/9/1972,osimtest076@hotmail.com,66666666,65,ch,123456,,,TRUE,,TRUE,,13100006,SG
osimtest077@hotmail.com,Osimtest1@,osimtest077@hotmail.com,Mickey77,mn77,Osim77,Female,23/9/1972,osimtest077@hotmail.com,77777777,65,en,123456,,,TRUE,,TRUE,,13100007,SG
osimtest078@hotmail.com,Osimtest1@,osimtest078@hotmail.com,Mickey78,mn78,Osim78,Male,24/9/1972,osimtest078@hotmail.com,88888888,65,ch,123456,,,TRUE,,TRUE,,13100008,SG
osimtest079@hotmail.com,Osimtest1@,osimtest079@hotmail.com,Mickey79,mn79,Osim79,Female,25/9/1972,osimtest079@hotmail.com,99999999,65,en,123456,,,TRUE,,TRUE,,13100009,SG
osimtest080@hotmail.com,Osimtest1@,osimtest080@hotmail.com,Mickey80,mn80,Osim80,Male,26/9/1972,osimtest080@hotmail.com,11111112,65,ch,123456,,,TRUE,,TRUE,,13100010,SG
osimtest081@hotmail.com,Osimtest1@,osimtest081@hotmail.com,Mickey81,mn81,Osim81,Female,17/9/1972,osimtest081@hotmail.com,11111111,65,en,123456,,TRUE,,TRUE,,,13100001,SG
osimtest082@hotmail.com,Osimtest1@,osimtest082@hotmail.com,Mickey82,mn82,Osim82,Male,18/9/1972,osimtest082@hotmail.com,22222222,65,ch,123456,,TRUE,,TRUE,,,13100002,SG
osimtest083@hotmail.com,Osimtest1@,osimtest083@hotmail.com,Mickey83,mn83,Osim83,Female,19/9/1972,osimtest083@hotmail.com,33333333,65,en,123456,,TRUE,,TRUE,,,13100003,SG
osimtest084@hotmail.com,Osimtest1@,osimtest084@hotmail.com,Mickey84,mn84,Osim84,Male,20/9/1972,osimtest084@hotmail.com,44444444,65,ch,123456,,TRUE,,TRUE,,,13100004,SG
osimtest085@hotmail.com,Osimtest1@,osimtest085@hotmail.com,Mickey85,mn85,Osim85,Female,21/9/1972,osimtest085@hotmail.com,55555555,65,en,123456,,TRUE,,TRUE,,,13100005,SG
osimtest086@hotmail.com,Osimtest1@,osimtest086@hotmail.com,Mickey86,mn86,Osim86,Male,22/9/1972,osimtest086@hotmail.com,66666666,65,ch,123456,,,TRUE,,TRUE,,13100006,SG
osimtest087@hotmail.com,Osimtest1@,osimtest087@hotmail.com,Mickey87,mn87,Osim87,Female,23/9/1972,osimtest087@hotmail.com,77777777,65,en,123456,,,TRUE,,TRUE,,13100007,SG
osimtest088@hotmail.com,Osimtest1@,osimtest088@hotmail.com,Mickey88,mn88,Osim88,Male,24/9/1972,osimtest088@hotmail.com,88888888,65,ch,123456,,,TRUE,,TRUE,,13100008,SG
osimtest089@hotmail.com,Osimtest1@,osimtest089@hotmail.com,Mickey89,mn89,Osim89,Female,25/9/1972,osimtest089@hotmail.com,99999999,65,en,123456,,,TRUE,,TRUE,,13100009,SG
osimtest090@hotmail.com,Osimtest1@,osimtest090@hotmail.com,Mickey90,mn90,Osim90,Male,26/9/1972,osimtest090@hotmail.com,11111112,65,ch,123456,,,TRUE,,TRUE,,13100010,SG
osimtest091@hotmail.com,Osimtest1@,osimtest091@hotmail.com,Mickey91,mn91,Osim91,Female,17/9/1972,osimtest091@hotmail.com,11111111,65,en,123456,,TRUE,,TRUE,,,13100001,SG
osimtest092@hotmail.com,Osimtest1@,osimtest092@hotmail.com,Mickey92,mn92,Osim92,Male,18/9/1972,osimtest092@hotmail.com,22222222,65,ch,123456,,TRUE,,TRUE,,,13100002,SG
osimtest093@hotmail.com,Osimtest1@,osimtest093@hotmail.com,Mickey93,mn93,Osim93,Female,19/9/1972,osimtest093@hotmail.com,33333333,65,en,123456,,TRUE,,TRUE,,,13100003,SG
osimtest094@hotmail.com,Osimtest1@,osimtest094@hotmail.com,Mickey94,mn94,Osim94,Male,20/9/1972,osimtest094@hotmail.com,44444444,65,ch,123456,,TRUE,,TRUE,,,13100004,SG
osimtest095@hotmail.com,Osimtest1@,osimtest095@hotmail.com,Mickey95,mn95,Osim95,Female,21/9/1972,osimtest095@hotmail.com,55555555,65,en,123456,,TRUE,,TRUE,,,13100005,SG
osimtest096@hotmail.com,Osimtest1@,osimtest096@hotmail.com,Mickey96,mn96,Osim96,Male,22/9/1972,osimtest096@hotmail.com,66666666,65,ch,123456,,,TRUE,,TRUE,,13100006,SG
osimtest097@hotmail.com,Osimtest1@,osimtest097@hotmail.com,Mickey97,mn97,Osim97,Female,23/9/1972,osimtest097@hotmail.com,77777777,65,en,123456,,,TRUE,,TRUE,,13100007,SG
osimtest098@hotmail.com,Osimtest1@,osimtest098@hotmail.com,Mickey98,mn98,Osim98,Male,24/9/1972,osimtest098@hotmail.com,88888888,65,ch,123456,,,TRUE,,TRUE,,13100008,SG
osimtest099@hotmail.com,Osimtest1@,osimtest099@hotmail.com,Mickey99,mn99,Osim99,Female,25/9/1972,osimtest099@hotmail.com,99999999,65,en,123456,,,TRUE,,TRUE,,13100009,SG
osimtest100@hotmail.com,Osimtest1@,osimtest100@hotmail.com,Mickey100,mn100,Osim100,Male,26/9/1972,osimtest100@hotmail.com,11111112,65,ch,123456,,,TRUE,,TRUE,,13100010,SG
osimtest101@hotmail.com,Osimtest1@,osimtest101@hotmail.com,Mickey101,mn101,Osim101,Female,17/9/1972,osimtest101@hotmail.com,11111111,65,en,123456,,TRUE,,TRUE,,,13100001,SG
osimtest102@hotmail.com,Osimtest1@,osimtest102@hotmail.com,Mickey102,mn102,Osim102,Male,18/9/1972,osimtest102@hotmail.com,22222222,65,ch,123456,,TRUE,,TRUE,,,13100002,SG
osimtest103@hotmail.com,Osimtest1@,osimtest103@hotmail.com,Mickey103,mn103,Osim103,Female,19/9/1972,osimtest103@hotmail.com,33333333,65,en,123456,,TRUE,,TRUE,,,13100003,SG
osimtest104@hotmail.com,Osimtest1@,osimtest104@hotmail.com,Mickey104,mn104,Osim104,Male,20/9/1972,osimtest104@hotmail.com,44444444,65,ch,123456,,TRUE,,TRUE,,,13100004,SG
osimtest105@hotmail.com,Osimtest1@,osimtest105@hotmail.com,Mickey105,mn105,Osim105,Female,21/9/1972,osimtest105@hotmail.com,55555555,65,en,123456,,TRUE,,TRUE,,,13100005,SG
osimtest106@hotmail.com,Osimtest1@,osimtest106@hotmail.com,Mickey106,mn106,Osim106,Male,22/9/1972,osimtest106@hotmail.com,66666666,65,ch,123456,,,TRUE,,TRUE,,13100006,SG
osimtest107@hotmail.com,Osimtest1@,osimtest107@hotmail.com,Mickey107,mn107,Osim107,Female,23/9/1972,osimtest107@hotmail.com,77777777,65,en,123456,,,TRUE,,TRUE,,13100007,SG
osimtest108@hotmail.com,Osimtest1@,osimtest108@hotmail.com,Mickey108,mn108,Osim108,Male,24/9/1972,osimtest108@hotmail.com,88888888,65,ch,123456,,,TRUE,,TRUE,,13100008,SG
osimtest109@hotmail.com,Osimtest1@,osimtest109@hotmail.com,Mickey109,mn109,Osim109,Female,25/9/1972,osimtest109@hotmail.com,99999999,65,en,123456,,,TRUE,,TRUE,,13100009,SG
osimtest110@hotmail.com,Osimtest1@,osimtest110@hotmail.com,Mickey110,mn110,Osim110,Male,26/9/1972,osimtest110@hotmail.com,11111112,65,ch,123456,,,TRUE,,TRUE,,13100010,SG
osimtest111@hotmail.com,Osimtest1@,osimtest111@hotmail.com,Mickey111,mn111,Osim111,Female,17/9/1972,osimtest111@hotmail.com,11111111,65,en,123456,,TRUE,,TRUE,,,13100001,SG
osimtest112@hotmail.com,Osimtest1@,osimtest112@hotmail.com,Mickey112,mn112,Osim112,Male,18/9/1972,osimtest112@hotmail.com,22222222,65,ch,123456,,TRUE,,TRUE,,,13100002,SG
osimtest113@hotmail.com,Osimtest1@,osimtest113@hotmail.com,Mickey113,mn113,Osim113,Female,19/9/1972,osimtest113@hotmail.com,33333333,65,en,123456,,TRUE,,TRUE,,,13100003,SG
osimtest114@hotmail.com,Osimtest1@,osimtest114@hotmail.com,Mickey114,mn114,Osim114,Male,20/9/1972,osimtest114@hotmail.com,44444444,65,ch,123456,,TRUE,,TRUE,,,13100004,SG
osimtest115@hotmail.com,Osimtest1@,osimtest115@hotmail.com,Mickey115,mn115,Osim115,Female,21/9/1972,osimtest115@hotmail.com,55555555,65,en,123456,,TRUE,,TRUE,,,13100005,SG
osimtest116@hotmail.com,Osimtest1@,osimtest116@hotmail.com,Mickey116,mn116,Osim116,Male,22/9/1972,osimtest116@hotmail.com,66666666,65,ch,123456,,,TRUE,,TRUE,,13100006,SG
osimtest117@hotmail.com,Osimtest1@,osimtest117@hotmail.com,Mickey117,mn117,Osim117,Female,23/9/1972,osimtest117@hotmail.com,77777777,65,en,123456,,,TRUE,,TRUE,,13100007,SG
osimtest118@hotmail.com,Osimtest1@,osimtest118@hotmail.com,Mickey118,mn118,Osim118,Male,24/9/1972,osimtest118@hotmail.com,88888888,65,ch,123456,,,TRUE,,TRUE,,13100008,SG
osimtest119@hotmail.com,Osimtest1@,osimtest119@hotmail.com,Mickey119,mn119,Osim119,Female,25/9/1972,osimtest119@hotmail.com,99999999,65,en,123456,,,TRUE,,TRUE,,13100009,SG
osimtest120@hotmail.com,Osimtest1@,osimtest120@hotmail.com,Mickey120,mn120,Osim120,Male,26/9/1972,osimtest120@hotmail.com,11111112,65,ch,123456,,,TRUE,,TRUE,,13100010,SG
osimtest121@hotmail.com,Osimtest1@,osimtest121@hotmail.com,Mickey121,mn121,Osim121,Female,17/9/1972,osimtest121@hotmail.com,11111111,65,en,123456,,TRUE,,TRUE,,,13100001,SG
osimtest122@hotmail.com,Osimtest1@,osimtest122@hotmail.com,Mickey122,mn122,Osim122,Male,18/9/1972,osimtest122@hotmail.com,22222222,65,ch,123456,,TRUE,,TRUE,,,13100002,SG
osimtest123@hotmail.com,Osimtest1@,osimtest123@hotmail.com,Mickey123,mn123,Osim123,Female,19/9/1972,osimtest123@hotmail.com,33333333,65,en,123456,,TRUE,,TRUE,,,13100003,SG
osimtest124@hotmail.com,Osimtest1@,osimtest124@hotmail.com,Mickey124,mn124,Osim124,Male,20/9/1972,osimtest124@hotmail.com,44444444,65,ch,123456,,TRUE,,TRUE,,,13100004,SG
osimtest125@hotmail.com,Osimtest1@,osimtest125@hotmail.com,Mickey125,mn125,Osim125,Female,21/9/1972,osimtest125@hotmail.com,55555555,65,en,123456,,TRUE,,TRUE,,,13100005,SG
osimtest126@hotmail.com,Osimtest1@,osimtest126@hotmail.com,Mickey126,mn126,Osim126,Male,22/9/1972,osimtest126@hotmail.com,66666666,65,ch,123456,,,TRUE,,TRUE,,13100006,SG
osimtest127@hotmail.com,Osimtest1@,osimtest127@hotmail.com,Mickey127,mn127,Osim127,Female,23/9/1972,osimtest127@hotmail.com,77777777,65,en,123456,,,TRUE,,TRUE,,13100007,SG
osimtest128@hotmail.com,Osimtest1@,osimtest128@hotmail.com,Mickey128,mn128,Osim128,Male,24/9/1972,osimtest128@hotmail.com,88888888,65,ch,123456,,,TRUE,,TRUE,,13100008,SG
osimtest129@hotmail.com,Osimtest1@,osimtest129@hotmail.com,Mickey129,mn129,Osim129,Female,25/9/1972,osimtest129@hotmail.com,99999999,65,en,123456,,,TRUE,,TRUE,,13100009,SG
osimtest130@hotmail.com,Osimtest1@,osimtest130@hotmail.com,Mickey130,mn130,Osim130,Male,26/9/1972,osimtest130@hotmail.com,11111112,65,ch,123456,,,TRUE,,TRUE,,13100010,SG
osimtest131@hotmail.com,Osimtest1@,osimtest131@hotmail.com,Mickey131,mn131,Osim131,Female,17/9/1972,osimtest131@hotmail.com,11111111,65,en,123456,,TRUE,,TRUE,,,13100001,SG
